CC,LCOM5,WMC,CBO,RFC,DIT,NOC,LOC,NPM,isExistBug,project
0,2,8,0,6,0,0,56,6,0,Github_oryx
0,2,3,2,5,1,0,21,8,0,Github_oryx
0,2,2,0,2,0,5,14,2,0,Github_oryx
0,1,4,4,4,1,0,33,2,0,Github_oryx
0,2,2,4,7,1,0,22,8,0,Github_oryx
0,1,6,2,5,1,0,33,2,0,Github_oryx
0,1,2,1,2,1,0,14,3,0,Github_oryx
0,0,2,1,4,1,0,10,2,0,Github_oryx
0,1,5,1,3,1,0,28,2,0,Github_oryx
0,5,19,6,22,0,0,134,6,0,Github_oryx
0,4,8,5,20,1,0,77,12,0,Github_oryx
0,1,23,0,17,0,0,110,17,0,Github_oryx
0,1,1,3,8,1,0,12,7,0,Github_oryx
0.0423588,4,116,3,52,1,0,710,54,0,Github_oryx
0,0,4,1,4,0,0,29,3,0,Github_oryx
0,2,6,3,5,0,0,37,3,0,Github_oryx
0,2,4,2,5,0,0,28,3,0,Github_oryx
0,2,7,0,4,0,0,38,3,0,Github_oryx
0,1,3,2,8,1,0,25,9,0,Github_oryx
0,0,3,1,5,1,0,19,3,0,Github_oryx
0,0,3,0,3,0,2,14,0,0,Github_oryx
0,1,5,3,4,1,0,36,7,0,Github_oryx
0.3,3,6,3,11,1,0,82,12,0,Github_oryx
0,6,14,0,12,0,1,74,10,0,Github_oryx
0,3,7,2,8,0,0,50,5,0,Github_oryx
0,1,4,2,10,1,0,34,10,0,Github_oryx
0,2,16,1,7,0,0,73,4,0,Github_oryx
0.697143,2,3,2,7,1,0,31,9,0,Github_oryx
1,1,1,0,1,0,0,8,1,0,Github_oryx
1,1,1,0,1,0,0,8,1,0,Github_oryx
0,1,1,0,1,0,0,6,1,0,Github_oryx
0,4,19,2,11,0,0,89,5,1,Github_oryx
0,1,2,0,1,0,0,10,1,0,Github_oryx
0,1,6,0,4,0,0,52,3,0,Github_oryx
0,4,22,4,13,0,0,126,5,0,Github_oryx
0,1,5,0,2,0,0,20,1,0,Github_oryx
0,1,14,2,14,0,0,77,10,1,Github_oryx
0,2,2,3,8,1,0,21,8,0,Github_oryx
0,1,19,1,8,0,0,95,2,1,Github_oryx
0.0871671,2,60,5,26,0,0,397,17,1,Github_oryx
0,1,2,3,7,1,0,27,8,0,Github_oryx
0,2,9,2,8,0,0,48,3,1,Github_oryx
0,1,11,0,6,0,0,52,3,0,Github_oryx
0,1,2,1,2,0,0,22,0,0,Github_oryx
0.4,2,10,0,4,0,0,59,4,0,Github_oryx
0,1,18,0,12,0,0,120,9,0,Github_oryx
0,7,7,3,12,1,0,42,13,0,Github_oryx
0,1,9,0,5,0,0,41,4,0,Github_oryx
0,1,1,2,2,1,0,9,7,0,Github_oryx
0,1,19,1,13,0,0,128,11,1,Github_oryx
0,1,3,0,2,0,0,17,1,1,Github_oryx
0,3,6,3,16,1,0,93,12,0,Github_oryx
0,1,3,2,4,0,1,23,1,0,Github_oryx
0,1,2,2,1,1,0,16,1,0,Github_oryx
0,1,1,1,1,0,0,7,1,0,Github_oryx
0,1,15,1,12,0,0,85,10,0,Github_oryx
0,1,6,2,12,1,0,46,11,0,Github_oryx
0,1,16,1,13,0,0,97,11,0,Github_oryx
0,1,8,2,14,1,0,62,12,0,Github_oryx
0,1,11,0,8,0,0,66,8,0,Github_oryx
0,1,1,2,8,1,0,17,7,0,Github_oryx
0,1,6,0,6,0,0,50,6,0,Github_oryx
0.261628,1,22,2,18,0,0,118,7,0,Github_oryx
0,1,2,2,10,1,0,22,8,0,Github_oryx
0,1,1,2,7,1,0,16,7,0,Github_oryx
0,1,9,0,6,0,0,60,6,0,Github_oryx
0,1,34,17,26,0,0,214,6,1,Github_oryx
0,1,1,2,2,0,0,6,1,0,Github_oryx
0,1,8,1,7,0,0,46,5,0,Github_oryx
0.239645,1,37,16,34,0,0,271,4,1,Github_oryx
1,1,1,1,2,0,0,6,1,1,Github_oryx
0,1,12,1,4,0,0,78,0,0,Github_oryx
0,2,5,3,9,1,0,53,11,0,Github_oryx
0,1,8,0,7,0,0,63,5,0,Github_oryx
0,1,27,9,20,1,3,164,2,1,Github_oryx
0,1,49,9,38,0,2,331,2,1,Github_oryx
0,1,16,2,10,0,0,79,8,1,Github_oryx
0,0,2,0,2,0,0,11,2,0,Github_oryx
0.114695,7,60,10,42,1,3,386,4,1,Github_oryx
0,1,7,0,7,0,3,44,6,1,Github_oryx
0,1,1,1,1,1,3,8,2,0,Github_oryx
0,1,11,6,8,1,0,81,4,1,Github_oryx
0,1,1,1,1,0,0,8,1,0,Github_oryx
0,1,12,1,11,0,0,83,7,0,Github_oryx
0,1,5,1,6,0,0,35,5,0,Github_oryx
0,1,3,2,3,0,0,16,2,0,Github_oryx
0,2,4,3,6,0,17,30,4,1,Github_oryx
0,2,4,3,7,0,11,32,4,1,Github_oryx
0,2,7,3,9,0,12,56,3,1,Github_oryx
0,1,2,1,2,1,2,9,5,0,Github_oryx
0,2,2,4,5,0,0,14,2,0,Github_oryx
0,1,5,0,4,0,0,33,4,0,Github_oryx
0,0,2,0,2,0,0,21,1,0,Github_oryx
0,1,13,3,8,1,0,65,8,0,Github_oryx
0,3,3,3,4,1,0,16,3,0,Github_oryx
0,3,3,3,4,1,0,16,3,0,Github_oryx
0,2,19,7,13,0,0,77,7,0,Github_oryx
0,1,5,2,6,0,0,28,5,0,Github_oryx
0,3,14,7,21,1,0,66,9,0,Github_oryx
0,1,1,1,2,0,0,6,1,0,Github_oryx
0,1,11,6,17,0,0,45,10,0,Github_oryx
0,1,4,2,4,1,0,26,3,0,Github_oryx
0,1,3,2,3,0,1,17,3,0,Github_oryx
0,1,25,4,27,1,0,133,23,0,Github_oryx
0,1,12,3,10,0,0,42,3,0,Github_oryx
0,0,2,3,4,1,0,13,5,0,Github_oryx
0,1,5,3,5,1,0,33,4,0,Github_oryx
0,1,22,3,22,1,0,113,21,0,Github_oryx
0,1,17,4,10,1,0,71,7,0,Github_oryx
0,1,1,0,1,0,0,6,1,0,Github_oryx
0,1,9,3,7,0,0,29,1,0,Github_oryx
0,1,4,4,5,1,0,27,4,0,Github_oryx
0,1,23,6,25,1,0,119,21,0,Github_oryx
0,1,8,4,8,1,0,46,7,0,Github_oryx
0,2,21,5,22,1,0,104,20,0,Github_oryx
0,1,7,2,9,0,0,72,6,0,Github_oryx
0,1,1,0,1,0,0,4,1,0,Github_oryx
0,1,1,0,1,0,0,6,1,0,Github_oryx
0,1,1,0,1,0,0,6,1,0,Github_oryx
0,2,14,1,6,0,0,76,4,0,Github_oryx
0,1,7,0,3,0,0,32,2,0,Github_oryx
0,1,4,3,3,1,0,31,7,0,Github_oryx
0,1,5,0,5,0,0,25,5,0,Github_oryx
0,1,9,1,4,0,0,44,3,0,Github_oryx
0,1,19,3,17,0,0,90,5,0,Github_oryx
0,1,5,1,6,0,0,27,5,0,Github_oryx
0,1,12,0,10,0,0,54,9,0,Github_oryx
0,2,19,10,19,0,0,90,7,0,Github_oryx
0,1,8,4,9,1,0,42,6,0,Github_oryx
0,1,2,4,3,0,0,13,0,0,Github_oryx
0,1,4,6,5,1,0,26,6,0,Github_oryx
0,1,23,5,18,0,0,90,9,0,Github_oryx
0,1,31,2,23,0,0,99,16,0,Github_oryx
0,4,6,7,11,0,0,41,5,0,Github_oryx
0,1,1,2,2,0,0,7,1,0,Github_oryx
0,1,1,2,2,0,0,6,1,0,Github_oryx
0,1,11,2,9,0,0,53,2,0,Github_oryx
0,1,2,2,3,0,0,13,1,0,Github_oryx
0,1,3,2,5,0,0,16,1,0,Github_oryx
0,1,5,4,8,0,0,21,1,0,Github_oryx
0,1,4,0,4,0,0,21,3,0,Github_oryx
0,1,3,0,1,0,0,21,1,0,Github_oryx
0,1,2,0,1,0,0,17,1,0,Github_oryx
0,1,27,5,17,0,0,125,9,0,Github_oryx
0,1,2,1,1,1,0,10,3,0,Github_oryx
0,1,2,2,2,1,0,11,3,0,Github_oryx
0.603175,1,7,3,7,0,0,39,2,0,Github_oryx
0,1,3,2,3,0,0,31,0,0,Github_oryx
0.794454,2,12,0,4,0,0,95,4,0,Github_oryx
0.348888,2,23,6,23,0,0,243,4,0,Github_oryx
0.532311,2,12,5,7,0,0,114,4,0,Github_oryx
0,1,16,1,12,0,0,107,11,0,Github_oryx
0,1,2,3,6,1,0,26,8,0,Github_oryx
0,1,20,5,22,0,0,147,10,1,Github_oryx
0,1,4,0,3,0,0,19,3,0,Github_oryx
0.365904,1,5,5,15,1,0,77,11,0,Github_oryx
0,1,9,0,5,0,0,40,5,0,Github_oryx
0,1,7,2,4,1,0,21,2,0,Github_oryx
0,1,4,5,7,0,0,51,3,0,Github_oryx
0,1,1,3,2,1,0,10,1,0,Github_oryx
0,1,1,0,1,0,0,6,1,0,Github_oryx
0,1,6,3,1,1,0,25,1,0,Github_oryx
0,2,8,10,21,1,0,75,13,0,Github_oryx
0,1,10,3,9,1,0,52,3,0,Github_oryx
0,1,13,2,6,1,0,30,2,0,Github_oryx
0,1,8,5,9,1,0,43,2,0,Github_oryx
0,3,18,3,12,0,1,106,10,0,Github_oryx
0,1,1,1,2,0,0,6,1,0,Github_oryx
0,0,1,1,2,1,0,5,11,0,Github_oryx
0,1,5,2,5,0,0,22,2,0,Github_oryx
0,1,5,4,7,1,0,31,9,0,Github_oryx
0,1,1,1,2,0,0,6,1,0,Github_oryx
0.151163,3,15,3,12,0,0,73,5,0,Github_oryx
0,1,3,2,5,0,0,23,1,0,Github_oryx
0,2,8,14,12,2,0,47,2,0,Github_oryx
0,3,6,9,14,2,7,37,4,1,Github_oryx
0,1,2,1,7,1,0,19,7,1,Github_oryx
0,3,4,3,8,0,0,47,3,0,Github_oryx
0,1,1,0,1,0,0,6,1,0,Github_oryx
0,1,1,0,1,0,0,6,1,0,Github_oryx
0,1,1,1,1,0,0,6,1,0,Github_oryx
0,1,1,1,1,0,0,6,1,0,Github_oryx
0,1,1,1,1,0,0,6,1,0,Github_oryx
0,1,1,1,1,0,0,6,1,0,Github_oryx
0,3,17,6,15,0,0,88,6,0,Github_oryx
0,1,1,1,1,1,0,7,3,0,Github_oryx
0,1,8,4,12,0,0,42,2,0,Github_oryx
0,1,8,0,8,0,0,51,7,0,Github_oryx
0.290323,1,7,4,9,1,0,32,7,0,Github_oryx
0,1,4,5,5,0,0,47,2,0,Github_oryx
0,1,4,1,4,0,0,23,0,0,Github_oryx
0,1,3,2,5,0,0,18,1,0,Github_oryx
0,1,2,6,9,1,0,46,8,0,Github_oryx
0,1,35,7,22,0,0,181,11,0,Github_oryx
0,1,2,2,1,1,0,8,3,0,Github_oryx
0,1,9,0,5,0,0,38,3,0,Github_oryx
0,1,10,13,27,3,0,84,5,1,Github_oryx
0.387097,1,7,3,9,1,0,35,8,0,Github_oryx
0,1,3,4,7,1,0,19,6,0,Github_oryx
0,1,8,0,6,0,0,37,6,0,Github_oryx
0,1,15,0,11,0,0,73,10,0,Github_oryx
0,1,4,1,6,0,0,22,4,0,Github_oryx
0,1,7,4,8,1,0,34,7,0,Github_oryx
0,2,5,3,6,1,0,33,8,0,Github_oryx
0,1,6,2,6,0,0,26,3,0,Github_oryx
0,1,17,1,13,0,0,88,11,0,Github_oryx
0,1,4,2,8,0,0,23,2,0,Github_oryx
0,1,1,5,9,1,0,15,5,0,Github_oryx
0,1,3,0,3,0,0,16,2,0,Github_oryx
0.235294,1,2,12,15,3,0,39,4,1,Github_oryx
0,2,9,5,16,0,0,48,6,0,Github_oryx
0,1,1,2,2,0,0,6,1,0,Github_oryx
0,1,10,0,8,0,0,43,8,0,Github_oryx
0,1,1,2,4,1,0,9,7,0,Github_oryx
0,1,9,7,14,1,0,54,8,0,Github_oryx
0,1,4,2,8,0,0,26,4,0,Github_oryx
0,1,14,0,9,0,0,66,9,0,Github_oryx
0,1,7,6,14,1,0,44,9,0,Github_oryx
0.0816,1,17,22,36,3,0,124,4,1,Github_oryx
0,1,15,7,13,0,0,92,9,0,Github_oryx
0,1,4,4,4,1,0,29,6,0,Github_oryx
0,1,9,6,14,0,0,68,6,0,Github_oryx
0,1,5,1,2,1,0,21,6,0,Github_oryx
0,1,1,3,3,1,0,7,5,0,Github_oryx
0.312883,1,2,12,16,3,0,43,4,1,Github_oryx
0.3,1,8,5,8,1,0,36,8,0,Github_oryx
0,1,3,2,5,0,0,23,2,0,Github_oryx
0,1,10,8,14,0,0,46,2,0,Github_oryx
0,1,1,2,2,0,0,6,1,0,Github_oryx
0,1,2,3,3,0,0,19,1,0,Github_oryx
0,1,3,16,25,2,0,38,2,1,Github_oryx
0,1,6,2,4,0,0,35,2,0,Github_oryx
0,1,21,12,29,0,0,91,2,0,Github_oryx
0,1,16,8,14,0,0,64,2,0,Github_oryx
0,1,12,8,16,0,0,70,2,0,Github_oryx
0,1,16,2,10,0,0,81,6,0,Github_oryx
0,1,3,12,20,3,0,38,4,1,Github_oryx
0,1,28,12,33,1,0,124,6,0,Github_oryx
0,1,4,8,12,1,0,48,9,0,Github_oryx
0,2,3,14,18,1,0,47,9,0,Github_oryx
0,1,1,2,2,0,0,6,1,0,Github_oryx
0,1,1,2,2,0,0,6,1,0,Github_oryx
0,1,1,2,2,0,0,6,1,0,Github_oryx
0,1,6,1,6,0,4,32,2,0,Github_oryx
0,1,1,2,1,1,0,6,2,0,Github_oryx
0,1,2,2,1,1,0,9,2,0,Github_oryx
0,1,2,2,1,1,0,9,2,0,Github_oryx
0,1,1,2,1,1,0,6,2,0,Github_oryx
0,1,7,7,12,1,0,48,6,0,Github_oryx
0,1,3,0,3,0,0,16,2,0,Github_oryx
0.186441,1,4,17,20,3,0,50,4,1,Github_oryx
0,1,20,8,26,0,0,116,3,0,Github_oryx
0,1,7,13,26,3,0,49,5,1,Github_oryx
0,0,1,1,2,0,0,9,0,0,Github_oryx
0,1,3,3,6,0,0,22,3,0,Github_oryx
0.274286,2,7,7,14,1,0,58,5,1,Github_oryx
0,1,18,6,9,0,0,100,2,1,Github_oryx
0,1,1,1,1,1,0,6,1,0,Github_oryx
0,1,2,1,1,1,0,10,1,0,Github_oryx
0,1,2,1,1,1,0,10,1,0,Github_oryx
0,1,2,1,3,1,0,12,1,1,Github_oryx
0,1,3,1,2,1,0,23,1,0,Github_oryx
0,1,2,2,2,1,0,16,1,0,Github_oryx
0,1,2,2,3,1,4,18,2,0,Github_oryx
0,1,4,4,6,2,0,27,2,0,Github_oryx
0.495726,1,4,5,6,2,0,30,2,0,Github_oryx
0.4,1,5,6,9,2,0,33,2,0,Github_oryx
0.598726,3,8,9,9,1,0,47,7,0,Github_oryx
0,1,1,1,1,2,0,8,2,0,Github_oryx
0.818267,2,11,1,4,0,0,191,4,0,Github_oryx
0,1,13,8,14,0,0,117,3,0,Github_oryx
0,1,11,5,13,0,0,55,1,0,Github_oryx
0.992424,1,4,5,12,1,0,55,10,0,Github_oryx
0,1,9,2,7,1,0,63,6,0,Github_oryx
0,1,1,3,5,1,0,13,7,0,Github_oryx
0,1,11,1,8,0,0,45,7,0,Github_oryx
0,1,25,5,18,0,0,118,11,0,Github_oryx
0,0,1,2,1,1,0,13,3,0,Github_oryx
0,1,9,2,7,1,0,54,6,0,Github_oryx
0,1,1,3,5,1,0,11,7,0,Github_oryx
0,1,8,6,12,0,0,53,0,0,Github_oryx
0.236051,1,9,11,17,1,0,71,8,0,Github_oryx
0,2,7,5,6,0,0,49,2,0,Github_oryx
0,2,5,2,8,1,0,28,11,0,Github_oryx
0.211132,1,8,10,16,1,0,85,8,0,Github_oryx
0,1,15,6,15,0,0,81,0,0,Github_oryx
0.0283149,2,30,18,46,0,0,322,2,1,Github_oryx
0,1,37,9,29,1,0,208,12,0,Github_oryx
0,1,1,0,1,0,0,7,1,0,Github_oryx
0,2,3,8,14,1,0,24,8,0,Github_oryx
0,1,20,5,19,1,0,112,12,0,Github_oryx
0,1,3,5,14,1,0,36,9,0,Github_oryx
0,1,13,5,14,0,2,77,10,0,Github_oryx
0,1,17,4,14,1,0,99,12,0,Github_oryx
0,2,2,7,11,1,0,22,8,0,Github_oryx
0,1,10,4,13,1,0,58,9,0,Github_oryx
0,1,2,5,9,1,0,18,8,0,Github_oryx
0,1,11,5,12,0,2,41,7,0,Github_oryx
0,1,22,10,23,1,0,144,11,0,Github_oryx
0,1,3,5,6,0,0,31,1,0,Github_oryx
0,1,2,3,3,0,0,10,1,0,Github_oryx
0,2,11,2,13,1,0,49,8,0,Github_oryx
0,1,33,13,37,1,0,208,7,0,Github_oryx
0,2,9,3,12,1,0,45,8,0,Github_oryx
0,1,20,0,9,0,0,78,4,0,Github_oryx
0.684685,0,4,3,8,1,4,35,7,0,Github_oryx
0,2,9,11,14,2,0,52,9,0,Github_oryx
0,1,4,15,23,2,0,76,8,0,Github_oryx
0.133117,2,11,11,19,2,0,86,2,1,Github_oryx
0,1,2,2,4,2,2,13,4,0,Github_oryx
0,2,3,1,8,1,0,29,8,1,Github_oryx
0,1,2,12,10,2,0,38,8,0,Github_oryx
0,2,7,10,12,2,0,44,9,0,Github_oryx
0.169059,1,18,16,23,1,0,152,5,1,Github_oryx
0,3,4,6,13,3,0,34,5,0,Github_oryx
0.263804,1,5,3,5,1,0,49,6,0,Github_oryx
0.377483,2,4,5,14,3,0,38,5,1,Github_oryx
0,1,2,9,12,2,0,42,2,1,Github_oryx
0.188854,1,14,10,15,0,0,80,1,0,Github_oryx
0,0,3,1,3,0,0,19,3,0,Github_oryx
0.243655,2,7,8,14,1,0,57,5,1,Github_oryx
0,1,4,4,8,1,3,32,2,0,Github_oryx
0.375328,1,14,15,20,2,0,95,2,0,Github_oryx
0.626667,3,8,8,9,1,0,46,7,0,Github_oryx
0,1,2,3,3,2,0,11,2,0,Github_oryx
0.149194,1,10,12,18,2,0,69,2,0,Github_oryx
0.790097,2,11,1,4,0,0,167,4,0,Github_oryx
0.23187,1,35,15,33,0,0,274,5,1,Github_oryx
1,1,1,1,2,0,0,6,1,1,Github_oryx
0.102748,1,27,6,18,0,3,175,2,1,Github_oryx
1,1,3,1,2,0,0,12,1,0,Github_oryx
1,1,3,1,2,0,0,12,1,0,Github_oryx
0,1,3,3,6,0,0,24,1,0,Github_oryx
0,1,7,4,10,0,0,35,1,1,Github_oryx
0,1,8,2,12,0,0,44,8,0,Github_oryx
0.266667,3,14,4,13,0,3,84,5,0,Github_oryx
0,1,6,1,6,0,3,52,1,1,Github_oryx
0,1,1,0,1,0,0,8,0,0,Github_oryx
0.794454,2,12,0,4,0,0,95,4,0,Github_oryx
0.543232,2,11,5,13,0,0,210,4,1,Github_oryx
0.280778,2,10,1,5,0,0,72,4,0,Github_oryx
0,0,4,4,8,1,0,22,14,0,Github_titan
0.102713,5,26,3,19,0,0,150,14,0,Github_titan
0,0,1,0,1,0,0,9,1,0,Github_titan
0.462871,5,20,0,9,0,1,146,2,0,Github_titan
0,1,1,0,1,0,0,5,1,0,Github_titan
0.703704,1,5,0,2,0,0,27,1,0,Github_titan
0.197674,3,14,1,8,0,0,85,6,0,Github_titan
0,0,1,0,1,0,0,6,1,0,Github_titan
0.296825,6,21,3,11,0,0,220,7,0,Github_titan
0,1,1,0,1,0,0,5,1,0,Github_titan
0.703704,1,5,0,2,0,0,27,1,0,Github_titan
0,2,16,9,17,0,1,59,10,0,Github_titan
0,4,8,0,4,0,0,70,2,0,Github_titan
0,1,1,0,1,0,0,6,1,0,Github_titan
0,1,3,0,1,0,0,17,1,0,Github_titan
0,1,2,0,1,0,0,14,1,0,Github_titan
0,1,2,0,2,0,0,14,1,0,Github_titan
0,3,20,0,3,0,0,86,1,0,Github_titan
0,1,2,0,2,0,0,15,1,0,Github_titan
0,0,2,2,2,1,0,19,3,0,Github_titan
0,1,2,0,1,0,0,6,1,0,Github_titan
0,1,1,0,1,0,0,6,1,0,Github_titan
0,0,9,1,7,0,0,39,5,0,Github_titan
0,1,3,2,3,1,0,20,3,0,Github_titan
0,1,1,0,1,0,0,6,1,0,Github_titan
0,1,2,0,1,0,0,6,1,0,Github_titan
0,1,1,0,1,0,0,6,1,0,Github_titan
0,1,4,0,4,0,2,19,3,0,Github_titan
0,3,4,3,4,1,2,19,20,0,Github_titan
0,7,12,7,14,1,0,63,24,0,Github_titan
0,1,2,3,2,2,0,16,21,0,Github_titan
0,5,7,3,5,1,0,35,22,0,Github_titan
0,7,7,2,7,1,0,45,25,0,Github_titan
0,2,3,3,3,2,0,21,22,0,Github_titan
0,3,33,6,30,0,4,185,20,0,Github_titan
0,0,1,0,1,0,0,7,1,0,Github_titan
0.941176,2,5,0,3,0,0,31,3,0,Github_titan
0,1,2,0,2,0,0,21,2,0,Github_titan
0,1,2,0,2,0,0,24,2,0,Github_titan
0,2,4,2,4,1,0,32,8,0,Github_titan
0,0,3,1,3,1,0,14,7,0,Github_titan
0,0,3,1,3,1,0,29,7,0,Github_titan
0,0,2,1,2,1,0,11,6,0,Github_titan
0,1,1,0,1,0,0,11,1,0,Github_titan
0,0,3,1,3,1,0,29,7,0,Github_titan
0,1,4,1,5,0,7,39,4,0,Github_titan
0,7,25,7,11,0,0,211,7,1,Github_titan
0,1,2,0,1,0,0,8,1,0,Github_titan
0,2,3,2,3,2,0,29,8,0,Github_titan
0,5,6,0,5,0,0,31,5,0,Github_titan
0,5,6,0,5,0,0,31,5,0,Github_titan
0,5,7,0,5,0,0,29,5,0,Github_titan
0,5,7,0,5,0,0,29,5,0,Github_titan
0,5,7,0,5,0,0,29,5,0,Github_titan
0,5,7,0,5,0,0,29,5,0,Github_titan
0,2,2,0,2,0,0,13,2,0,Github_titan
0,2,2,0,2,0,0,14,2,0,Github_titan
0,0,3,1,3,1,0,20,16,0,Github_titan
0,1,2,3,2,4,0,13,8,0,Github_titan
0,4,5,0,4,0,0,24,4,0,Github_titan
0,4,5,0,4,0,0,24,4,0,Github_titan
0,4,5,0,4,0,0,24,4,0,Github_titan
0,15,60,2,22,0,0,255,19,0,Github_titan
0,4,22,4,4,2,0,66,4,0,Github_titan
0,4,12,0,8,0,0,65,6,0,Github_titan
0,0,3,1,3,1,0,19,16,0,Github_titan
0,1,2,3,2,4,0,13,8,0,Github_titan
0,3,11,0,3,0,0,29,3,0,Github_titan
0,3,7,0,3,0,0,22,3,0,Github_titan
0,3,8,0,3,0,0,22,3,0,Github_titan
0,3,5,0,3,0,0,19,3,0,Github_titan
0,3,6,0,3,0,0,18,3,0,Github_titan
0,1,14,0,8,0,0,44,7,0,Github_titan
0,0,9,0,7,0,0,60,0,0,Github_titan
0,1,1,1,1,0,0,22,1,0,Github_titan
0,2,2,0,2,0,0,9,2,0,Github_titan
0,3,3,1,3,0,0,39,3,0,Github_titan
0,0,2,4,6,0,4,13,0,0,Github_titan
0.0650591,2,67,43,68,1,0,560,22,1,Github_titan
0,0,0,0,0,0,0,5,0,0,Github_titan
0,1,1,1,1,0,0,8,1,0,Github_titan
0,2,2,10,6,1,0,13,2,0,Github_titan
0,2,2,9,7,1,0,11,2,0,Github_titan
0,1,1,3,2,0,0,7,1,0,Github_titan
0,0,0,1,0,0,0,12,0,0,Github_titan
0,0,0,0,0,0,0,6,0,0,Github_titan
0,0,0,0,0,0,0,3,0,0,Github_titan
0,1,2,7,3,0,0,12,1,0,Github_titan
0,1,4,2,1,0,0,26,1,0,Github_titan
0,0,3,0,3,0,2,30,3,0,Github_titan
0.0747996,2,44,27,50,2,0,292,26,0,Github_titan
1,2,3,4,4,0,0,12,2,0,Github_titan
0,2,3,5,4,0,0,12,2,0,Github_titan
0,2,3,5,6,0,0,13,2,0,Github_titan
0,2,2,3,3,0,0,11,2,0,Github_titan
1,2,3,4,4,0,0,12,2,0,Github_titan
0,2,2,1,3,0,0,11,2,0,Github_titan
0,2,2,3,3,0,0,11,2,0,Github_titan
0,1,3,3,3,0,0,31,1,0,Github_titan
0,2,2,3,2,0,2,21,2,0,Github_titan
0,3,4,2,4,1,0,22,4,0,Github_titan
0,0,0,1,0,0,0,3,0,0,Github_titan
0,1,2,1,3,0,0,13,2,0,Github_titan
0.150943,6,6,11,6,0,0,193,6,0,Github_titan
0,12,49,7,16,0,5,327,14,0,Github_titan
0,0,2,0,2,0,0,11,2,0,Github_titan
0,1,4,0,2,0,0,20,1,0,Github_titan
0,4,14,2,5,0,0,86,1,0,Github_titan
0,0,2,1,2,1,0,12,2,0,Github_titan
0,1,6,0,3,0,0,23,3,0,Github_titan
0.0261158,2,138,30,121,1,5,1113,52,0,Github_titan
0,1,7,8,10,0,0,55,3,0,Github_titan
0,7,10,4,7,0,0,57,7,0,Github_titan
0,2,41,19,52,1,1,240,21,0,Github_titan
0,5,16,5,10,0,0,69,10,0,Github_titan
0.0407407,19,52,6,22,1,5,432,20,0,Github_titan
0,1,5,3,2,0,0,48,1,0,Github_titan
0,13,58,9,15,1,4,403,15,0,Github_titan
0,1,33,0,15,0,4,150,15,0,Github_titan
0,0,3,1,5,1,1,30,6,0,Github_titan
0,1,9,1,4,1,0,48,8,0,Github_titan
0,1,3,1,1,1,0,8,1,0,Github_titan
0,1,1,1,1,1,0,6,1,0,Github_titan
0,1,1,3,2,1,0,6,1,0,Github_titan
0,0,3,1,5,1,1,30,6,0,Github_titan
0,4,4,6,8,2,0,22,55,0,Github_titan
0,1,35,13,28,2,0,187,12,0,Github_titan
0,1,1,2,1,1,0,6,1,0,Github_titan
0,3,4,2,4,1,0,22,4,0,Github_titan
0,1,33,26,42,3,0,226,13,0,Github_titan
0,1,1,1,1,1,0,6,0,0,Github_titan
0,1,1,1,1,1,0,7,0,0,Github_titan
0,1,1,1,1,1,0,6,0,0,Github_titan
0,1,1,1,1,1,0,6,0,0,Github_titan
0,0,1,0,1,0,0,7,0,0,Github_titan
0.504132,1,16,5,13,4,0,75,9,0,Github_titan
0,0,1,0,1,0,0,7,0,0,Github_titan
0,1,1,5,3,2,0,9,21,0,Github_titan
0,1,1,6,4,2,0,8,18,0,Github_titan
0,4,4,6,8,2,0,22,55,0,Github_titan
0.185897,5,8,6,7,1,0,119,12,0,Github_titan
0,4,21,11,10,0,1,132,10,0,Github_titan
0,4,11,10,11,1,0,60,11,0,Github_titan
0,2,21,11,8,3,3,244,22,0,Github_titan
0.217877,7,11,5,9,2,3,113,60,0,Github_titan
0,1,5,4,5,4,0,40,9,0,Github_titan
0,3,5,0,3,0,0,65,3,0,Github_titan
0,1,1,0,1,0,0,21,1,0,Github_titan
0,2,3,4,3,1,0,16,16,0,Github_titan
0.0632411,4,21,13,13,1,0,189,11,0,Github_titan
0,1,1,0,1,0,0,12,1,0,Github_titan
0,0,7,3,5,1,0,36,4,0,Github_titan
0,1,2,0,1,0,0,6,1,0,Github_titan
0,1,3,0,2,0,0,13,2,0,Github_titan
0.335079,5,9,5,7,2,0,51,6,0,Github_titan
0.984615,4,4,0,4,0,0,28,4,0,Github_titan
0,2,2,3,2,2,0,12,21,0,Github_titan
0,2,2,3,2,2,0,14,19,0,Github_titan
0,2,2,3,2,2,0,12,16,0,Github_titan
0,1,2,2,2,4,0,13,63,0,Github_titan
0.0880914,10,64,13,18,4,0,585,24,0,Github_titan
0,2,3,5,3,3,1,17,61,0,Github_titan
0.0306268,6,37,15,15,1,0,224,10,0,Github_titan
0,0,8,4,5,1,0,39,4,0,Github_titan
0,1,2,0,2,0,0,13,1,0,Github_titan
0.0853175,6,22,8,11,2,0,155,7,0,Github_titan
0.581081,4,4,0,4,0,0,31,4,0,Github_titan
0,1,4,0,1,0,0,7,1,0,Github_titan
0,1,2,0,1,0,0,6,1,0,Github_titan
0,12,54,11,17,4,0,336,24,0,Github_titan
0,1,2,4,2,1,0,11,15,0,Github_titan
0,1,1,3,1,2,0,7,20,0,Github_titan
0,2,2,3,2,2,0,13,19,0,Github_titan
0,1,1,3,1,2,0,7,15,0,Github_titan
